Edad,Ingreso_Mensual,Deuda_Actual,Historial_Crediticio,Numero_Creditos,Ratio_Deuda,Capacidad_Pago,Riesgo_Financiero,Riesgo_Morosidad
0.4313725490196078,0.480822679266259,0.3351383166568569,0,3,0.523690383111806,3046,1,0
0.3137254901960784,0.1549008708541782,0.5504414361389053,1,3,1.799791449426486,-2301,0,1
0.3529411764705882,0.9027237354085602,0.4459093584461448,0,2,0.3918166042560964,6659,1,0
0.1372549019607843,0.548082267926626,0.581400824014126,1,2,0.7640780789214998,1680,0,1
0.9803921568627452,0.55994070780063,0.0071806945261918,1,7,0.0776658849496482,6686,1,1
0.0980392156862745,0.9218084120807856,0.1338434373160682,2,3,0.1469296279695204,9516,1,0
0.1568627450980392,0.3002594033722438,0.4107121836374338,1,6,0.8976608187134503,455,0,1
0.8039215686274509,0.8079488604780434,0.0653325485579752,0,3,0.1064880112834978,8869,1,0
0.823529411764706,0.4351491569390401,0.402001177163037,2,7,0.6636733310742121,1985,0,1
0.7254901960784313,0.0478969798035945,0.0100058858151854,0,2,0.3408826945412311,1135,1,0
0.2549019607843137,0.829905503057254,0.405768098881695,0,1,0.3885663681983666,6214,1,0
0.2745098039215686,0.0616083009079118,0.0025897586815774,2,3,0.2802139037433155,1346,1,0
0.9607843137254902,0.0303872521771354,0.2646262507357269,2,2,1.7938682322243966,-1217,0,1
0.0392156862745098,0.9974986103390772,0.3321954090641553,2,2,0.2776478449716004,8648,1,0
0.5686274509803921,0.146840837502316,0.6068275456150677,2,4,2.027598566308244,-2867,0,1
0.0196078431372549,0.4553455623494534,0.4298999411418481,0,1,0.6787581699346406,1966,0,1
0.5490196078431373,0.5635538261997406,0.9025309005297234,0,2,1.1208836443468717,-881,0,1
0.3137254901960784,0.961089494163424,0.4725132430841671,2,3,0.3900164090163227,7063,1,0
0.5686274509803921,0.8468593663146191,0.948440258975868,1,2,0.8272762420259038,1787,0,1
0.9215686274509804,0.2298499166203446,0.5522071806945262,0,6,1.4088442756375474,-1507,0,1
0.1568627450980392,0.5321474893459328,0.2457916421424367,1,7,0.3727154986328968,4359,1,1
0.5098039215686275,0.0012970168612192,0.9044143613890524,0,6,6.714520098441345,-6966,0,1
0.8627450980392156,0.4667407819158791,0.3070041200706297,0,2,0.498157936889316,3133,1,0
0.5490196078431373,0.5167685751343338,0.1384343731606827,0,5,0.2473831637918325,5105,1,0
0.0784313725490196,0.9360755975541968,0.6782813419658623,2,2,0.553895127774339,5045,1,0
0.1372549019607843,0.2612562534741523,0.2335491465567981,0,1,0.617639751552795,1539,0,0
0.6666666666666666,0.9986103390772652,0.7968216597998823,0,3,0.6067256341789052,4713,0,0
0.0392156862745098,0.574763757643135,0.8228369629193644,0,5,1.0112025914428395,-83,0,1
0.5294117647058824,0.1210857884009634,0.2468510888758093,0,5,1.0346337579617837,-87,0,1
0.5098039215686275,0.5570687418936446,0.8002354326074161,2,4,1.0113604876697146,-82,0,1
0.8431372549019608,0.5796738929034648,0.3793996468510888,2,5,0.4991959260251943,3737,1,0
0.1176470588235294,0.7469890680007412,0.1518540317834019,0,1,0.1933534743202417,7476,1,0
0.4117647058823529,0.3171206225680933,0.1466745144202472,0,6,0.3777009507346586,2880,1,0
0.0196078431372549,0.3878080415045395,0.549970570924073,1,3,0.9597477276943052,217,0,1
0.0196078431372549,0.8973503798406521,0.9174808711006476,0,4,0.7617298686989257,2595,0,1
0.6470588235294118,0.0965351120993144,0.8346085932901707,2,7,3.378727191811304,-5345,0,1
0.1960784313725491,0.6512877524550675,0.4708652148322542,1,3,0.5466909532483303,3733,1,1
0.6666666666666666,0.7604224569205114,0.4698057680988817,0,4,0.4773186019334962,4920,1,0
0.2549019607843137,0.829627570872707,0.7420835785756328,2,4,0.6698818897637795,3354,0,1
0.9019607843137256,0.6421159903650175,0.2954679223072395,1,4,0.3702064896755162,5124,1,1
0.2549019607843137,0.5598480637391143,0.1884638022366097,0,3,0.2901490066225166,5145,1,0
0.3137254901960784,0.5424309801741709,0.6335491465567982,2,4,0.8334277620396601,1176,0,1
0.607843137254902,0.7268853066518437,0.7471453796350795,0,7,0.7567119655286708,2202,0,1
1.0,0.99295905132481,0.194467333725721,2,1,0.1806592300595487,9769,1,0
0.9607843137254902,0.8059106911246989,0.8078869923484403,1,6,0.7436389337641357,2539,0,1
0.2156862745098039,0.9413563090605892,0.5543260741612713,0,4,0.4584726376913602,6155,1,0
0.5294117647058824,0.7312395775430796,0.9693937610359036,1,3,0.9603209496592656,361,0,1
0.8431372549019608,0.072077079859181,0.3726898175397292,0,6,1.8497226424609177,-1685,0,1
0.7254901960784313,0.9982397628312024,0.185285462036492,2,6,0.1732888146911519,9904,1,0
0.7450980392156864,0.4271817676486937,0.9876397881106534,1,3,1.5288858321870702,-3076,0,1
0.6274509803921569,0.8625162127107653,0.6767510300176575,2,4,0.5944840703756539,4264,1,0
0.7647058823529412,0.1891791736149712,0.6419070041200706,1,4,1.834000615953188,-2708,0,1
0.8431372549019608,0.8438021122846024,0.9106533254855798,0,5,0.7987976340541064,2075,0,1
0.4509803921568628,0.7400407633870669,0.2783990582695703,0,5,0.311867725443272,6326,1,0
0.6862745098039217,0.6295163979988883,0.0987639788110653,0,7,0.167625,6659,1,0
1.0,0.1171947378173059,0.0509711595055915,0,4,0.3785425101214575,1535,1,0
0.4509803921568628,0.2137298499166203,0.7861094761624485,0,7,2.044419134396356,-3668,0,1
0.5294117647058824,0.4195849546044098,0.1276044732195409,0,5,0.2765957446808511,4148,1,0
0.5294117647058824,0.925699462664443,0.920423778693349,2,1,0.7431454853978744,2876,0,1
0.3725490196078431,0.5944042986844542,0.7131253678634492,0,5,0.860779425272274,1061,0,1
0.5098039215686275,0.3484343153603854,0.7077104178928781,0,7,1.3117196939186468,-1548,0,1
0.8627450980392156,0.2033537150268667,0.0054149499705709,0,6,0.1611764705882352,2852,1,0
0.6862745098039217,0.4247730220492866,0.7947027663331372,2,5,1.2526770293609673,-1463,0,1
0.0980392156862745,0.0554011487863627,0.6171865803413773,2,3,3.1863560732113143,-3942,0,1
0.7450980392156864,0.4125440059292199,0.8395526780459094,0,2,1.3492400141392715,-1976,0,1
0.7647058823529412,0.8457476375764312,0.9031194820482638,0,1,0.7909812270176118,2160,0,1
0.3725490196078431,0.7527329998147119,0.4567392583872866,0,3,0.4696677384780278,4948,1,0
0.3921568627450981,0.2641282193811377,0.9637433784579164,0,6,2.142258382642998,-4633,0,1
0.2549019607843137,0.380396516583287,0.8098881695114774,0,2,1.389945396347204,-2071,0,1
0.3921568627450981,0.8648323142486567,0.2081224249558563,1,1,0.215370018975332,8270,1,1
0.9803921568627452,0.2530109319992588,0.0496762801648028,1,5,0.2347560975609756,3012,1,1
0.3725490196078431,0.9258847507874745,0.6215420835785757,0,2,0.5162960978658809,5417,1,0
0.1764705882352941,0.1465629053177691,0.9105356091818716,0,2,2.955507714388231,-5450,0,1
0.0,0.6929775801371132,0.8965273690406121,0,2,0.9347150259067356,567,0,1
0.0980392156862745,0.2871039466370205,0.3491465567981165,0,3,0.8057620817843866,836,0,1
0.9215686274509804,0.3215675375208449,0.6158917010005887,0,7,1.226261762189906,-1058,0,1
0.9411764705882354,0.1856586992773763,0.9801059446733372,2,1,2.7510127765659083,-5619,0,1
0.1372549019607843,0.7347600518806745,0.4131842260153031,1,2,0.4391418563922942,5124,1,1
0.8431372549019608,0.6657402260515102,0.2987639788110653,0,6,0.3622929329043022,5351,1,0
0.7058823529411765,0.25106540670743,0.6162448499117128,0,3,1.465389527458493,-1822,0,1
0.1764705882352941,0.9772095608671484,0.1030017657445556,2,3,0.117161575767889,10376,1,0
1.0,0.7550491013526033,0.9793996468510888,0,6,0.9430251202565472,533,0,1
0.8823529411764707,0.5171391513803965,0.9180694526191878,1,3,1.2230735229114484,-1514,0,1
0.1764705882352941,0.6496201593477857,0.3885815185403178,0,1,0.46282098089327,4414,1,0
0.7254901960784313,0.757828423198073,0.2959387875220718,0,1,0.3213638785295684,6369,1,0
0.6470588235294118,0.2027052065962571,0.3454973513831665,2,6,1.0129678750368405,-44,0,1
1.0,0.3479710950528071,0.494526191877575,1,4,0.9479943559766176,258,0,1
0.6862745098039217,0.7416157124328331,0.5213655091230136,1,2,0.5353963083604777,4279,1,1
0.0588235294117647,0.3832684824902723,0.1312536786344908,2,3,0.3026956196181206,3725,1,0
0.6470588235294118,0.1604595145451176,0.8049440847557386,2,7,2.4991487912836226,-4403,0,1
0.2745098039215686,0.7810820826385028,0.5922307239552679,0,2,0.5742009132420092,4103,1,0
0.4117647058823529,0.541319251435983,0.6034137728075338,0,3,0.7985244040862656,1420,0,1
0.9019607843137256,0.5843987400407633,0.3280753384343731,1,4,0.4377745241581259,4224,1,1
0.3921568627450981,0.4741523068371318,0.6427310182460271,0,3,0.9429068480151828,361,0,1
0.4705882352941176,0.9130998702983136,0.4336668628605061,2,3,0.3784467950456559,6875,1,0
0.5294117647058824,0.2308690012970168,0.60364920541495,0,7,1.522856370029754,-1933,0,1
0.7647058823529412,0.0023161015378914,0.6532077692760447,1,2,4.919512195121952,-4821,0,1
0.5882352941176471,0.7342041875115806,0.542436727486757,0,3,0.5596933187294633,4020,1,0
0.3137254901960784,0.8745599407078006,0.2552089464390818,2,5,0.2508219821512447,7975,1,0
0.1568627450980392,0.6524921252547711,0.2534432018834608,0,3,0.3218962172647914,5593,1,0
0.2156862745098039,0.913563090605892,0.1338434373160682,0,6,0.1481113320079523,9427,1,0
0.5686274509803921,0.4346859366314619,0.4645085344320188,1,1,0.7542818382228251,1449,0,1
0.9607843137254902,0.7063183249953677,0.8632136550912302,0,4,0.8874164684562238,994,0,1
0.1568627450980392,0.2445803224013341,0.768452030606239,1,7,1.8283485045513652,-3185,0,1
0.7647058823529412,0.9359829534926812,0.9174808711006476,1,4,0.733639900955076,3012,0,1
0.5490196078431373,0.1213637205855104,0.4884049440847557,0,1,1.8493041749502983,-2136,0,1
0.8823529411764707,0.3386140448397257,0.4420247204237786,0,5,0.8759259259259259,603,0,1
0.4117647058823529,0.2596813044283861,0.8141259564449677,2,7,1.8507984031936129,-3410,0,1
0.3921568627450981,0.1960348341671298,0.401883460859329,0,2,1.1791629027401385,-595,0,1
0.7647058823529412,0.5388178617750603,0.3244261330194232,0,2,0.4640364620424441,3763,1,0
0.6470588235294118,0.0098202705206596,0.2800470865214832,0,2,2.1975591151792524,-1570,0,1
0.823529411764706,0.0548452844172688,0.8082401412595644,0,5,4.10016694490818,-5571,0,1
0.3333333333333333,0.998888271261812,0.8629782224838141,0,2,0.6534579127388004,4154,0,1
0.0980392156862745,0.955716138595516,0.2323719835197175,0,7,0.2149119000086798,9045,1,0
0.7647058823529412,0.2533815082453214,0.612831077104179,0,5,1.448730964467005,-1768,0,1
0.5686274509803921,0.0539188438021122,0.0194231901118304,1,4,0.3732512590934527,1120,1,1
0.4509803921568628,0.1904761904761904,0.6437904649793996,2,5,1.8310334253296532,-2710,0,1
0.8431372549019608,0.0781915879192143,0.6503825779870512,2,2,2.941434846266472,-3978,0,1
0.2745098039215686,0.4000370576246062,0.3941141848145968,2,5,0.697084917617237,1673,0,1
0.9411764705882354,0.1514730405780989,0.0693349028840494,0,2,0.3841549295774648,1749,1,0
0.4117647058823529,0.9072632944228274,0.3761035903472631,0,3,0.3361520276413893,7301,1,0
0.3529411764705882,0.3406522141930702,0.6085932901706886,2,1,1.1618189266693977,-790,0,1
0.3725490196078431,0.5414118954974987,0.6189523248969983,0,5,0.8171371825790892,1289,0,1
0.7843137254901961,0.7141004261626829,0.0788699234844025,2,4,0.1314933243576798,7741,1,0
0.0980392156862745,0.9134704465443764,0.7345497351383167,2,2,0.6093086308178942,4323,0,0
0.7647058823529412,0.4544191217342968,0.8397881106533255,0,6,1.2497545008183306,-1526,0,1
0.4705882352941176,0.5615156568463961,0.4793407886992348,1,3,0.6295072942471787,2692,0,1
0.5490196078431373,0.0049101352603298,0.538787522071807,0,1,4.037360890302066,-3821,0,1
0.8823529411764707,0.4924031869557161,0.3453796350794585,2,3,0.5269938650306748,3084,1,0
0.0196078431372549,0.3694645173244394,0.5728075338434373,0,2,1.0336992104756404,-175,0,1
0.5294117647058824,0.5766166388734482,0.0340200117716303,0,1,0.1064746264638578,6638,1,0
0.4509803921568628,0.9676672225310357,0.5571512654502649,0,4,0.4493562231759657,6415,1,0
0.1764705882352941,0.4794330183435242,0.4695703354914656,2,5,0.7039184952978056,1889,0,1
0.7254901960784313,0.7125254771169167,0.2054149499705709,1,2,0.2525854316546763,6649,1,1
0.5882352941176471,0.5870854178247173,0.8686286050618011,1,1,1.0449482895783613,-339,0,1
0.8823529411764707,0.80183435241801,0.3361977633902295,0,4,0.3405679513184584,6502,1,0
0.607843137254902,0.2087270705947748,0.2638022366097704,2,5,0.793233082706767,715,0,1
0.4313725490196078,0.1620344635908838,0.8247204237786934,0,1,2.5416384563303995,-4554,0,1
0.2745098039215686,0.5033351862145636,0.4437904649793996,0,2,0.6435673395601085,2366,0,0
0.3333333333333333,0.3254585881045025,0.9319599764567392,1,1,1.784442560406952,-3701,0,1
0.9803921568627452,0.9365388178617752,0.2436727486756915,0,3,0.2273289729538624,8742,1,0
0.3529411764705882,0.7584769316286826,0.5818716892289583,2,3,0.5797487223168655,3947,1,0
0.3921568627450981,0.4329256994626644,0.1396115361977633,0,6,0.2871725076556652,4190,1,0
0.5294117647058824,0.4042060403928108,0.6235432607416127,0,7,1.0414870689655171,-231,0,1
0.0,0.9190290902353158,0.7911712772218953,2,1,0.6492584269662921,3902,0,0
0.7254901960784313,0.3829905503057254,0.5232489699823426,0,1,0.9265780108634576,392,0,1
0.5294117647058824,0.562627385584584,0.6951147733961154,0,1,0.8803242649079417,871,0,1
0.6274509803921569,0.851213637205855,0.1907004120070629,2,1,0.204175887616665,8271,1,0
0.0784313725490196,0.2503242542153048,0.0306062389640965,1,1,0.1950345533657538,3145,1,1
0.6666666666666666,0.7357791365573467,0.4114184814596821,1,5,0.4369738712146059,5150,1,1
0.0196078431372549,0.439225495645729,0.6029429075927016,0,5,0.9458459468550284,322,0,1
0.7647058823529412,0.5062997961830646,0.3772807533843437,0,1,0.5557721139430285,2963,1,0
0.3529411764705882,0.3058180470631832,0.2203649205414949,2,6,0.5268530847758545,2132,1,0
0.2745098039215686,0.9477487493051696,0.9649205414949972,0,4,0.7607345867949279,2736,0,1
0.1372549019607843,0.5292755234389475,0.5609181871689229,1,5,0.7613472101763515,1651,0,1
0.2549019607843137,0.8432462479155085,0.5158328428487345,1,4,0.4738527214514407,5423,1,1
0.5686274509803921,0.2178061886233092,0.0900529723366686,0,3,0.3562992125984252,2289,1,0
0.4313725490196078,0.1397998888271261,0.1863449087698646,0,3,0.7682387619749448,629,0,1
0.0196078431372549,0.6075597554196777,0.5454973513831666,2,2,0.6615998969470566,2627,0,1
1.0,0.3039651658328701,0.255679811653914,0,4,0.5960766830138208,1812,1,0
0.7058823529411765,0.4721141374837872,0.070394349617422,1,7,0.1745754642120298,5201,1,1
0.8039215686274509,0.1127478228645543,0.0321365509123013,0,4,0.3199834847233691,1647,1,0
0.7058823529411765,0.238095238095238,0.2183637433784579,2,1,0.6243708609271523,1418,0,0
0.2941176470588236,0.6020937557902539,0.2153031194820482,0,1,0.3025700934579439,5373,1,0
0.607843137254902,0.9122660737446728,0.1065332548557975,2,4,0.1273072747014115,9645,1,0
0.3529411764705882,0.1045951454511765,0.4727486756915832,1,1,1.93573264781491,-2184,0,1
0.2352941176470588,0.2059477487493051,0.1865803413772807,1,6,0.6088098016336057,1341,0,1
0.2156862745098039,0.2531962201222901,0.7135962330782814,2,1,1.6668359573387506,-2626,0,1
0.9215686274509804,0.3821567537520844,0.1174808711006474,0,6,0.2814258911819887,3830,1,0
0.9803921568627452,0.2880303872521771,0.0541494997057092,2,7,0.2229949003245248,3352,1,0
0.5882352941176471,0.1056142301278487,0.3378457916421424,2,7,1.437953091684435,-1027,0,1
0.3333333333333333,0.1172873818788215,0.2771041789287816,0,2,1.1558073654390937,-385,0,1
0.823529411764706,0.2919214378358347,0.4745144202472042,0,1,1.040633608815427,-177,0,1
0.0588235294117647,0.793218454697054,0.0095350206003531,2,1,0.0596907955359885,9184,1,0
0.5882352941176471,0.5447470817120623,0.1414949970570924,0,3,0.2405081157374735,5381,1,0
0.9607843137254902,0.0302946081156197,0.3617422012948793,2,1,2.33355091383812,-2043,0,1
0.8823529411764707,1.0,0.7806945261918776,0,4,0.5945495457954829,4865,1,0
0.7058823529411765,0.2604224569205114,0.2605061801059447,2,2,0.6760458167330677,1301,0,1
0.7647058823529412,0.5221419307022419,0.6399058269570336,0,6,0.8680017541295132,903,0,1
0.8627450980392156,0.9260700389105057,0.3041789287816362,0,4,0.2755111150790108,8115,1,0
0.7647058823529412,0.6723179544191218,0.2052972336668628,0,7,0.2654218860789411,6216,1,0
0.3529411764705882,0.0597554196775986,0.4156562683931724,0,2,2.18,-2183,0,1
0.7843137254901961,0.178432462479155,0.1172454384932313,0,6,0.4784413925263494,1633,1,0
0.9411764705882354,0.7158606633314804,0.761153619776339,0,2,0.7801164352888491,1964,0,1
0.1960784313725491,0.2108578840096349,0.1850500294290759,2,2,0.5958058029301925,1407,1,0
0.2745098039215686,0.7039095793959607,0.7757504414361389,1,6,0.8056344428035896,1711,0,1
0.4313725490196078,0.2871039466370205,0.3896409652736904,2,1,0.8856877323420075,492,0,1
0.0784313725490196,0.6329442282749675,0.5890523837551501,0,3,0.6850814980714197,2531,0,1
0.7254901960784313,0.0831017231795442,0.9927015891701,0,6,4.250713606089438,-6833,0,1
0.4313725490196078,0.2733926255327033,0.474043555032372,0,7,1.089749759384023,-373,0,1
0.1764705882352941,0.2108578840096349,0.8341377280753385,1,7,2.1798333812122954,-4107,0,1
0.4901960784313726,0.6089494163424125,0.9713949381989404,1,7,1.1254821290820265,-976,0,1
0.9411764705882354,0.6637020566981657,0.1264273101824602,1,2,0.1883140160114709,6793,1,1
0.0588235294117647,0.0857884009634982,0.6909947027663331,0,2,2.990145471609573,-4241,0,1
0.8627450980392156,0.3519547896979803,0.553619776339023,2,1,1.040167865707434,-201,0,1
0.2549019607843137,0.1297016861219196,0.4642731018246027,2,1,1.706717850287908,-1841,0,1
0.4705882352941176,0.4688715953307392,0.711124190700412,2,4,1.0442068305138843,-277,0,1
0.1960784313725491,0.8765981100611451,0.3640965273690406,0,2,0.3370207181025593,7072,1,0
0.2745098039215686,0.7209560867148415,0.3112419070041201,1,3,0.3500611995104039,5841,1,1
0.0392156862745098,0.8230498425050954,0.0668628605061801,0,2,0.1060561007037367,9019,1,0
0.9215686274509804,0.8344450620715211,0.0847557386698057,1,6,0.1196631414022718,8990,1,1
0.7058823529411765,0.3121178432462479,0.2785167745732784,0,2,0.6270222999562746,1706,0,0
0.2549019607843137,0.6982582916435056,0.0494408475573866,0,5,0.1054678563257835,7820,1,0
0.7058823529411765,0.754585881045025,0.8196586227192466,1,1,0.7983957219251336,1885,0,1
0.0784313725490196,0.4005929219937001,0.7219540906415539,2,6,1.200036172906493,-1106,0,1
0.9803921568627452,0.4102279043913285,0.381518540317834,2,5,0.6644771879992899,1890,0,1
0.823529411764706,0.194645173244395,0.8607416127133608,0,6,2.363581367211131,-4508,0,1
0.3921568627450981,0.7298499166203447,0.9525603296056504,1,4,0.9461631619508972,489,0,1
0.7254901960784313,0.5197331851028348,0.4736904061212477,0,6,0.6641232575201761,2289,0,1
0.0980392156862745,0.404947192884936,0.6988816951147734,0,5,1.1547704447632712,-863,0,1
0.3529411764705882,0.6510098202705206,0.2359034726309594,1,1,0.304421768707483,5726,1,1
0.3725490196078431,0.6977950713359273,0.6289582107121837,0,1,0.6689939338445691,2892,0,1
0.6862745098039217,0.9566425792106724,0.957622130665097,0,2,0.7490243690920129,2894,0,1
0.9215686274509804,0.2430980174170835,0.0333137139493819,0,4,0.2050143640637242,3044,1,0
0.5490196078431373,0.9407078006299796,0.1609181871689229,1,6,0.164539131965842,9490,1,1
0.4901960784313726,0.8510283490828237,0.1617422012948793,1,2,0.1805408526609566,8515,1,1
0.9607843137254902,0.3205484528441726,0.3746909947027663,2,7,0.789924973204716,980,0,1
0.5882352941176471,0.6044098573281453,0.8416715715126545,0,7,0.990037521024712,77,0,1
0.3725490196078431,0.2103946637020566,0.686874632136551,0,7,1.82307249712313,-2861,0,1
0.5098039215686275,0.8998517695015749,0.2801648028251913,2,7,0.2639677596629419,8036,1,0
